ch130.tsp; 5053; 0.801964
d198.tsp; 5053; 0.209125
eil76.tsp; 5053; 0
fl1577.tsp; 5053; 2.02256
kroA100.tsp; 5053; 0
lin318.tsp; 5053; 1.23962
pr439.tsp; 5053; 0.755477
pcb442.tsp; 5053; 1.16586
pr439.tsp; 5053; 0.755477
pr439.tsp; 5053; 0.755477
pr439.tsp; 5053; 0.755477
rat783.tsp; 5053; 2.66864
pr439.tsp; 5053; 0.755477
u1060.tsp; 5053; 3.82206
pr439.tsp; 5053; 0.755477
u1060.tsp; 5053; 3.53959
u1060.tsp; 5053; 4.46821
u1060.tsp; 5053; 4.46821
u1060.tsp; 5053; 4.46821
u1060.tsp; 5053; 2.29814
u1060.tsp; 5053; 4.1496
u1060.tsp; 5053; 2.29814
u1060.tsp; 5053; 2.42755
u1060.tsp; 5053; 2.29814
u1060.tsp; 5053; 3.43606
u1060.tsp; 5053; 3.43606
u1060.tsp; 5053; 3.16474
ch130.tsp; 5053; 0.801964
d198.tsp; 5053; 0.209125
eil76.tsp; 5053; 0
fl1577.tsp; 5053; 2.02256
kroA100.tsp; 5053; 0
ch130.tsp; 5053; 0.801964
fl1577.tsp; 5053; 2.87204
fl1577.tsp; 5053; 2.37764
fl1577.tsp; 5053; 1.68097
fl1577.tsp; 5053; 1.08769
fl1577.tsp; 5053; 1.36635
u1060.tsp; 5053; 2.29814
rat783.tsp; 5053; 2.66864
rat783.tsp; 5053; 3.32728
rat783.tsp; 5053; 3.41812
rat783.tsp; 5053; 3.14558
rat783.tsp; 5053; 3.36134
rat783.tsp; 5053; 3.07745
rat783.tsp; 5053; 2.87304
rat783.tsp; 5053; 2.94118
rat783.tsp; 5053; 2.94118
rat783.tsp; 5053; 3.04338
rat783.tsp; 5053; 2.65728
rat783.tsp; 5053; 2.65728
rat783.tsp; 5053; 2.65728
rat783.tsp; 5053; 2.65728
rat783.tsp; 5053; 2.65728
rat783.tsp; 5053; 2.65728
rat783.tsp; 5053; 2.65728
rat783.tsp; 5053; 2.65728
